Nama UMKM                               , Produk Utama                            , Total Aset (Juta), Penjualan Rata-rata Per Tahun (Juta), Jumlah Tenaga Kerja, Nama Badan Hukum       , Kategori                                                                  , Sistem Penjualan      , Target Pasar                                                               , Proyeksi Pertumbuhan (%/tahun), Kebutuhan Biaya Kredit (Juta), Nilai Aset Jaminan Kredit, Jumlah Dokumen Kredit, Label      , pendanaan
Kios Yoga Art                           , Sembako                                 , 50.0             , 300.0                               , 1                  , Perorangan             , Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor, Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 50.0                         , 50.0                     , 8                    , LAYAK      , 388.89109766642684
Kios Lanane                             , Sembako                                 , 8.0              , 85.0                                , 1                  , Perorangan             , Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor, Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 50.0                         , 100.0                    , 6                    , TIDAK LAYAK, 124.5055559833994
Kios Rahman                             , Sembako. Es Batu. Sarana Nelayan        , 100.0            , 300.0                               , 1                  , Perorangan             , Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor, Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 50.0                         , 100.0                    , 6                    , LAYAK      , 430.10044576807246
Haryati                                 , Ikat Ranbut. Sendal. Sepatu             , 4.0              , 40.0                                , 2                  , Usaha Dagang (UD)      , Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor, Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 10.0                         , 4.0                      , 5                    , TIDAK LAYAK, 57.68314806727273
Kios Naila                              , Sembako                                 , 30.0             , 60.0                                , 2                  , Usaha Dagang (UD)      , Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor, Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 19.0                         , 30.0                     , 6                    , TIDAK LAYAK, 75.56157638768822
Kios Abdil                              , Sembako                                 , 13.0             , 180.0                               , 3                  , Perorangan             , Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor, Retail                , Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 100 %     , 0.0                           , 45.0                         , 13.0                     , 7                    , TIDAK LAYAK, 220.5901265321715
Kios Asri                               , Mainan Anak                             , 65.0             , 240.0                               , 2                  , Perorangan             , Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor, Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 18.0                         , 65.0                     , 6                    , TIDAK LAYAK, 339.18580320006447
Kios Perintis                           , Pakaian                                 , 200.0            , 486.0                               , 1                  , Perorangan             , Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor, Distributor           , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 250.0                        , 200.0                    , 8                    , LAYAK      , 757.6060334346199
Kios Bayu                               , Bbm                                     , 88.0             , 600.0                               , 2                  , Perorangan             , Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor, Retail dan Distributor, Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan) 50 %      , 0.0                           , 50.0                         , 88.0                     , 12                   , LAYAK      , 784.7232353797353
Toko Tas Dan Pakaian                    , Tas Dan Pakaian                         , 58.0             , 236.0                               , 1                  , Perorangan             , Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor, Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 100.0                        , 58.0                     , 6                    , TIDAK LAYAK, 330.3287331943356
Hajuma                                  , Daging Babi                             , 26.0             , 360.0                               , 2                  , Perorangan             , Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor, Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 50.0                         , 26.0                     , 4                    , TIDAK LAYAK, 442.7218970886577
Kios Diki                               , Sembako                                 , 312.0            , 540.0                               , 1                  , Perorangan             , Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor, Retail dan Distributor, Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 50.0                         , 312.0                    , 8                    , LAYAK      , 894.3492132349738
Kios Nanik                              , Sembako                                 , 300.0            , 480.0                               , 1                  , Perorangan             , Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor, Retail                , Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan) 100 %                   , 0.0                           , 50.0                         , 300.0                    , 8                    , LAYAK      , 801.3429044941263
